post_id,platform,user_id,user_name_x,created_at,text,likes,comments,shares,sentiment_label,country_x,date,hour,engagement,text_clean,hashtag_list,user_name_y,country_y,language,account_type,followers_count,verified,join_date,age_group,gender,industry
P00475,Facebook,U040,movie_buff,2025-03-30 22:03:00,  KHÁCH HÀNG NÓI GÌ VỀ BRAND X? #BLACKFRIDAY #TRAVEL @DAILY.VLOG XEM CHI TIẾT TẠI HTTPS://EXAMPLE.COM/BLOG   ,2225,287,331,negative,Korea,2025-03-30,22,2843,khách hàng nói gì về brand x? #blackfriday #travel @daily.vlog xem chi tiết tại https://example.com/blog,"['#blackfriday', '#travel']",Unknown,UK,fr,personal,4066,False,,35-44,female,Sports 😀
P00178,Facebook,U037,travel.with.me,2025-03-03 07:14:00,  big update: #food is now available. limited promo #giveaway @minh.nguyen https://youtu.be/xyz123   ,2028,108,32,negative,Korea,2025-03-03,7,2168,big update: #food is now available. limited promo #giveaway @minh.nguyen https://youtu.be/xyz123,"['#food', '#giveaway']",REVIEW.CHANNEL405,USA,de,creator,169373,False,,18-24,female,Retail
P00183,Facebook,U005,sara.kim,2025-02-09 01:25:00,  Top 5 tips for better results with Brand X #food @minh.nguyen More info: https://example.com/blog    👍,2268,0,304,neutral,Korea,2025-02-09,1,2572,top 5 tips for better results with brand x #food @minh.nguyen more info: https://example.com/blog 👍,['#food'],chef.tasty606,France,de,personal,2030,False,2019-12-05,25-34,other,Sports
P00193,YouTube,U041,football_fever,2025-01-31 18:21:00,  Top 5 tips for better results with Brand X #food @daily.vlog More info: http://bit.ly/deal   ,1135,45,73,positive,Thailand,2025-01-31,18,1253,top 5 tips for better results with brand x #food @daily.vlog more info: http://bit.ly/deal,['#food'],tech.guru,Thailand,de,media,0,True,,35-44,other,Travel
P00207,Instagram,U049,tech.guru,2025-03-27 19:11:00,Feeling great today with #food! Comment your thoughts @hoa.le https://youtu.be/xyz123,422,400,329,positive,Vietnam,2025-03-27,19,1151,feeling great today with #food! comment your thoughts @hoa.le https://youtu.be/xyz123,['#food'], NEWS.TODAY741  ⭐,UK,th,personal,3511,False,,35-44,other,Finance
P00215,YouTube,U050,football_fever,2025-02-04 15:52:00,KHÁCH HÀNG NÓI GÌ VỀ BRAND X? #WINTER #TIKTOKTREND @DAILY.VLOG XEM CHI TIẾT TẠI HTTPS://TIKTOK.COM/@BRANDX ❤️,3933,50,0,negative,Japan,2025-02-04,15,3983,khách hàng nói gì về brand x? #winter #tiktoktrend @daily.vlog xem chi tiết tại https://tiktok.com/@brandx ❤️,"['#winter', '#tiktoktrend']",brandx_official,UK,en,personal,1928,True,,,male,Sports
P00217,Twitter,U053,,2025-01-07 10:13:00,Big update: #tiktoktrend is now available. Limited promo #promo @game.stream https://brandx.com 😀,2319,333,154,positive,UK,2025-01-07,10,2806,big update: #tiktoktrend is now available. limited promo #promo @game.stream https://brandx.com 😀,"['#tiktoktrend', '#promo']", hoa.le ,Japan,de,brand,293227,True,2019-10-06,25-34,female,Entertainment  ⭐
P00223,Facebook,U014,chef.tasty,2025-02-27 02:34:00,Feeling great today with #winter! Comment your thoughts @daily.vlog http://bit.ly/deal 😀,74,150,378,positive,Vietnam,2025-02-27,2,602,feeling great today with #winter! comment your thoughts @daily.vlog http://bit.ly/deal 😀,['#winter'], lan.tran ,Vietnam,fr,personal,254,False,,25-34,other,
P00311,Twitter,U014,game.stream,2025-01-08 12:12:00,    BIG  UPDATE:  #TRAVEL  IS  NOW  AVAILABLE.  LIMITED  PROMO  #PROMO  @CHEF.TASTY  HTTPS://EXAMPLE.COM/BLOG      ,2461,329,9,neutral,Japan,2025-01-08,12,2799,big update: #travel is now available. limited promo #promo @chef.tasty https://example.com/blog,"['#travel', '#promo']", lan.tran ,Vietnam,fr,personal,254,False,,25-34,other,
P00239,TikTok,U056,foodlover,2025-01-12 07:50:00,feeling great today with #summer! comment your thoughts @game.stream https://tiktok.com/@brandx,4804,0,84,neutral,Japan,2025-01-12,7,4888,feeling great today with #summer! comment your thoughts @game.stream https://tiktok.com/@brandx,['#summer'],music_fan,Japan,ja,personal,3336,False,2022-02-22,25-34,other,Technology
P00248,YouTube,U043,football_fever,2025-01-12 00:52:00,LIVE STREAM ON YOUTUBE TONIGHT! #NOEL #BLACKFRIDAY JOIN US @FOOTBALL_FEVER HTTPS://TIKTOK.COM/@BRANDX 💥,279,715,218,positive,Japan,2025-01-12,0,1212,live stream on youtube tonight! #noel #blackfriday join us @football_fever https://tiktok.com/@brandx 💥,"['#noel', '#blackfriday']",game.stream,Korea,de,personal,1047,False,,35-44,male,Retail
P00262,TikTok,U043,lan.tran,2025-01-24 03:53:00,  bạn đã thử sản phẩm mới chưa? #sale @sara.kim review ngay tại https://example.com/blog    👍,3763,329,0,negative,UK,2025-01-24,3,4092,bạn đã thử sản phẩm mới chưa? #sale @sara.kim review ngay tại https://example.com/blog 👍,['#sale'],game.stream,Korea,de,personal,1047,False,,35-44,male,Retail
P00363,Facebook,U043,ngoc.trinh,2025-03-09 23:01:00,  Khách hàng nói gì về Brand X? #summer #BrandX @foodlover Xem chi tiết tại https://youtu.be/xyz123    😀,2498,265,349,neutral,Vietnam,2025-03-09,23,3112,khách hàng nói gì về brand x? #summer #brandx @foodlover xem chi tiết tại https://youtu.be/xyz123 😀,"['#summer', '#brandx']",game.stream,Korea,de,personal,1047,False,,35-44,male,Retail
P00439,Facebook,U043,minh.nguyen,2025-03-19 16:31:00,    KHÁCH  HÀNG  NÓI  GÌ  VỀ  BRAND  X?  #FOOTBALL  #SALE  @JOHN.SMITH  XEM  CHI  TIẾT  TẠI  HTTP://BIT.LY/DEAL        👍,1234,471,0,positive,Thailand,2025-03-19,16,1705,khách hàng nói gì về brand x? #football #sale @john.smith xem chi tiết tại http://bit.ly/deal 👍,"['#football', '#sale']",game.stream,Korea,de,personal,1047,False,,35-44,male,Retail
P00249,Twitter,U019,john.smith,2025-01-11 10:19:00,LIVE  STREAM  ON  TWITTER  TONIGHT!  #BACKTOSCHOOL  #NOEL  JOIN  US  @MINH.NGUYEN  HTTP://BIT.LY/DEAL,1069,188,332,negative,Vietnam,2025-01-11,10,1589,live stream on twitter tonight! #backtoschool #noel join us @minh.nguyen http://bit.ly/deal,"['#backtoschool', '#noel']",travel.with.me45,Germany,de,personal,2123,True,2023-10-15,45-54,male,Sports
P00255,Twitter,U048,sara.kim,2025-02-27 04:50:00,    LIVE  STREAM  ON  TWITTER  TONIGHT!  #SUMMER  #BLACKFRIDAY  JOIN  US  @HOA.LE  HTTPS://BRANDX.COM      ,297,0,281,positive,Germany,2025-02-27,4,578,live stream on twitter tonight! #summer #blackfriday join us @hoa.le https://brandx.com,"['#summer', '#blackfriday']", NEWS.TODAY ,Germany,ko,personal,4066,False,2019-08-17,45-54,female,Travel
P00259,YouTube,U061,daily.vlog,2025-02-07 02:49:00,  top 5 tips for better results with brand x #noel @minh.nguyen more info: https://tiktok.com/@brandx   ,0,292,138,positive,Germany,2025-02-07,2,430,top 5 tips for better results with brand x #noel @minh.nguyen more info: https://tiktok.com/@brandx,['#noel'],LAN.TRAN13 ❤️,Korea,en,creator,324372,True,,18-24,other,Food & Beverage
P00321,TikTok,U061,john.smith,2025-02-05 00:44:00,  BẠN ĐÃ THỬ SẢN PHẨM MỚI CHƯA? #TIKTOKTREND @NGOC.TRINH REVIEW NGAY TẠI HTTPS://YOUTU.BE/XYZ123    💥,4025,529,511,negative,Germany,2025-02-05,0,5065,bạn đã thử sản phẩm mới chưa? #tiktoktrend @ngoc.trinh review ngay tại https://youtu.be/xyz123 💥,['#tiktoktrend'],LAN.TRAN13 ❤️,Korea,en,creator,324372,True,,18-24,other,Food & Beverage
P00338,Facebook,U061,game.stream,2025-03-18 16:02:00,top 5 tips for better results with brand x #hottrend @game.stream more info: https://example.com/blog ❤️,561,194,181,neutral,Thailand,2025-03-18,16,936,top 5 tips for better results with brand x #hottrend @game.stream more info: https://example.com/blog ❤️,['#hottrend'],LAN.TRAN13 ❤️,Korea,en,creator,324372,True,,18-24,other,Food & Beverage
P00396,Facebook,U061,movie_buff,2025-03-16 06:00:00,    FEELING  GREAT  TODAY  WITH  #BACKTOSCHOOL!  COMMENT  YOUR  THOUGHTS  @DAILY.VLOG  HTTPS://TIKTOK.COM/@BRANDX        ❤️,1283,79,0,negative,Japan,2025-03-16,6,1362,feeling great today with #backtoschool! comment your thoughts @daily.vlog https://tiktok.com/@brandx ❤️,['#backtoschool'],LAN.TRAN13 ❤️,Korea,en,creator,324372,True,,18-24,other,Food & Beverage
P00269,Facebook,U036,john.smith,2025-02-19 04:20:00,    Top  5  tips  for  better  results  with  Brand  X  #music  @lan.tran  More  info:  http://bit.ly/deal      ,486,406,52,positive,Germany,2025-02-19,4,944,top 5 tips for better results with brand x #music @lan.tran more info: http://bit.ly/deal,['#music'],football_fever88 ⭐,Germany,de,personal,4808,False,,25-34,male,Sports
P00451,Facebook,U036,chef.tasty,2025-02-26 09:28:00,  Khách hàng nói gì về Brand X? #BrandX #giveaway @tech.guru Xem chi tiết tại https://tiktok.com/@brandx   ,264,160,0,neutral,USA,2025-02-26,9,424,khách hàng nói gì về brand x? #brandx #giveaway @tech.guru xem chi tiết tại https://tiktok.com/@brandx,"['#brandx', '#giveaway']",football_fever88 ⭐,Germany,de,personal,4808,False,,25-34,male,Sports
P00277,TikTok,U010,lan.tran,2025-02-17 06:40:00,TOP 5 TIPS FOR BETTER RESULTS WITH BRAND X #BRANDX @MUSIC_FAN MORE INFO: HTTPS://YOUTU.BE/XYZ123 ❤️,733,0,0,neutral,USA,2025-02-17,6,733,top 5 tips for better results with brand x #brandx @music_fan more info: https://youtu.be/xyz123 ❤️,['#brandx'], brandX_official23 ,Japan,ja,personal,759,False,,35-44,other,Retail  🔥
P00282,Instagram,U027,movie_buff,2025-03-23 12:36:00,  TOP 5 TIPS FOR BETTER RESULTS WITH BRAND X #VLOG @FOOTBALL_FEVER MORE INFO: HTTP://BIT.LY/DEAL    😀,708,387,285,neutral,USA,2025-03-23,12,1380,top 5 tips for better results with brand x #vlog @football_fever more info: http://bit.ly/deal 😀,['#vlog'], music_fan  😀,Korea,fr,creator,498587,True,2018-05-11,18-24,other,Retail
P00495,Facebook,U027,review.channel,2025-03-18 06:15:00,top  5  tips  for  better  results  with  brand  x  #giveaway  @movie_buff  more  info:  https://example.com/blog,908,372,191,neutral,Vietnam,2025-03-18,6,1471,top 5 tips for better results with brand x #giveaway @movie_buff more info: https://example.com/blog,['#giveaway'], music_fan  😀,Korea,fr,creator,498587,True,2018-05-11,18-24,other,Retail
P00287,TikTok,U063,,2025-03-05 06:30:00,  BẠN ĐÃ THỬ SẢN PHẨM MỚI CHƯA? #NEWPRODUCT @MUSIC_FAN REVIEW NGAY TẠI HTTPS://BRANDX.COM   ,0,36,56,positive,UK,2025-03-05,6,92,bạn đã thử sản phẩm mới chưa? #newproduct @music_fan review ngay tại https://brandx.com,['#newproduct'],Unknown,Japan,ja,personal,0,False,2023-11-03,45-54,female,Beauty & Fashion
P00289,TikTok,U033,travel.with.me,2025-02-28 20:50:00,  feeling great today with #noel! comment your thoughts @sara.kim https://example.com/blog   ,2067,0,360,positive,USA,2025-02-28,20,2427,feeling great today with #noel! comment your thoughts @sara.kim https://example.com/blog,['#noel'], football_fever860 ,France,de,personal,0,False,,18-24,male,Education
P00329,TikTok,U033,movie_buff,2025-01-14 17:32:00,    BẠN  ĐÃ  THỬ  SẢN  PHẨM  MỚI  CHƯA?  #PROMO  @GAME.STREAM  REVIEW  NGAY  TẠI  HTTPS://BRANDX.COM      ,1796,242,0,positive,USA,2025-01-14,17,2038,bạn đã thử sản phẩm mới chưa? #promo @game.stream review ngay tại https://brandx.com,['#promo'], football_fever860 ,France,de,personal,0,False,,18-24,male,Education
P00343,TikTok,U033,brandX_official,2025-02-10 08:10:00,Live stream on TikTok tonight! #newproduct #football Join us @movie_buff http://bit.ly/deal 💥,0,121,498,neutral,Germany,2025-02-10,8,619,live stream on tiktok tonight! #newproduct #football join us @movie_buff http://bit.ly/deal 💥,"['#newproduct', '#football']", football_fever860 ,France,de,personal,0,False,,18-24,male,Education
P00307,TikTok,U025,movie_buff,2025-03-23 23:18:00,  TOP 5 TIPS FOR BETTER RESULTS WITH BRAND X #VLOG @SARA.KIM MORE INFO: HTTPS://BRANDX.COM    🔥,1270,93,99,negative,USA,2025-03-23,23,1462,top 5 tips for better results with brand x #vlog @sara.kim more info: https://brandx.com 🔥,['#vlog'], chef.tasty ,Japan,fr,media,632265,False,2021-07-10,18-24,female,Technology
P00368,Facebook,U039,lifeoflinh,2025-02-02 05:00:00,  bạn đã thử sản phẩm mới chưa? #brandx @football_fever review ngay tại https://youtu.be/xyz123    😂,624,75,266,negative,Thailand,2025-02-02,5,965,bạn đã thử sản phẩm mới chưa? #brandx @football_fever review ngay tại https://youtu.be/xyz123 😂,['#brandx'],REVIEW.CHANNEL732,UK,de,personal,4679,False,2024-01-08,25-34,male,Finance
P00383,Instagram,U032,hoa.le,2025-01-04 06:05:00,BẠN ĐÃ THỬ SẢN PHẨM MỚI CHƯA? #MUSIC @REVIEW.CHANNEL REVIEW NGAY TẠI HTTPS://EXAMPLE.COM/BLOG,1451,0,0,neutral,USA,2025-01-04,6,1451,bạn đã thử sản phẩm mới chưa? #music @review.channel review ngay tại https://example.com/blog,['#music'],brandX_official170,Japan,th,personal,4062,False,2019-01-21,25-34,female,Food & Beverage ❤️
P00419,Twitter,U032,lifeoflinh,2025-02-24 09:45:00,Big update: #music is now available. Limited promo #backtoschool @review.channel http://bit.ly/deal 🔥,2205,0,298,negative,Thailand,2025-02-24,9,2503,big update: #music is now available. limited promo #backtoschool @review.channel http://bit.ly/deal 🔥,"['#music', '#backtoschool']",brandX_official170,Japan,th,personal,4062,False,2019-01-21,25-34,female,Food & Beverage ❤️
P00390,Twitter,U030,tech.guru,2025-02-27 14:30:00,  FEELING GREAT TODAY WITH #NEWPRODUCT! COMMENT YOUR THOUGHTS @MINH.NGUYEN HTTPS://YOUTU.BE/XYZ123   ,2177,0,395,positive,Germany,2025-02-27,14,2572,feeling great today with #newproduct! comment your thoughts @minh.nguyen https://youtu.be/xyz123,['#newproduct'],brandX_official80,Korea,de,media,833411,True,2022-07-04,45-54,male,Beauty & Fashion
P00405,Instagram,U046,sara.kim,2025-01-02 00:22:00,  CHECK OUT OUR NEW CAMPAIGN #BLACKFRIDAY ON INSTAGRAM! THANKS @SARA.KIM FOR SHARING THE NEWS. HTTP://BIT.LY/DEAL   ,31,368,315,neutral,Germany,2025-01-02,0,714,check out our new campaign #blackfriday on instagram! thanks @sara.kim for sharing the news. http://bit.ly/deal,['#blackfriday'], BRANDX_OFFICIAL ,Germany,ja,personal,2742,True,2023-08-05,,female,Beauty & Fashion  ⭐
P00410,Twitter,U009,movie_buff,2025-03-22 21:07:00,  Khách hàng nói gì về Brand X? #giveaway #tiktoktrend @football_fever Xem chi tiết tại https://example.com/blog    😂,2245,179,0,positive,Vietnam,2025-03-22,21,2424,khách hàng nói gì về brand x? #giveaway #tiktoktrend @football_fever xem chi tiết tại https://example.com/blog 😂,"['#giveaway', '#tiktoktrend']", lifeoflinh414 ,USA,de,media,57295,True,,25-34,female,Beauty & Fashion
P00418,Facebook,U065,lan.tran,2025-02-20 18:03:00,  LIVE STREAM ON FACEBOOK TONIGHT! #BACKTOSCHOOL #WINTER JOIN US @REVIEW.CHANNEL HTTPS://YOUTU.BE/XYZ123   ,0,486,88,neutral,Vietnam,2025-02-20,18,574,live stream on facebook tonight! #backtoschool #winter join us @review.channel https://youtu.be/xyz123,"['#backtoschool', '#winter']", deal.hunter385  ❤️,Vietnam,en,influencer,94421,False,,18-24,male,Beauty & Fashion
P00425,TikTok,U080,brandX_official,2025-02-16 02:16:00,  Check out our new campaign #blackfriday on TikTok! Thanks @ngoc.trinh for sharing the news. https://youtu.be/xyz123   ,3908,358,414,negative,Vietnam,2025-02-16,2,4680,check out our new campaign #blackfriday on tiktok! thanks @ngoc.trinh for sharing the news. https://youtu.be/xyz123,['#blackfriday'], chef.tasty  ⭐,Vietnam,th,personal,3960,False,,45-54,other,Finance
P00479,Facebook,U080,chef.tasty,2025-03-03 04:35:00,top 5 tips for better results with brand x #newproduct @chef.tasty more info: https://youtu.be/xyz123 👍,1764,365,0,neutral,Korea,2025-03-03,4,2129,top 5 tips for better results with brand x #newproduct @chef.tasty more info: https://youtu.be/xyz123 👍,['#newproduct'], chef.tasty  ⭐,Vietnam,th,personal,3960,False,,45-54,other,Finance
P00429,TikTok,U047,,2025-02-22 07:52:00,live stream on tiktok tonight! #summer #giveaway join us @game.stream https://youtu.be/xyz123 🔥,3273,316,0,neutral,USA,2025-02-22,7,3589,live stream on tiktok tonight! #summer #giveaway join us @game.stream https://youtu.be/xyz123 🔥,"['#summer', '#giveaway']", game.stream351 ,France,ja,brand,383404,True,,18-24,male,Beauty & Fashion  ⭐
P00434,Facebook,U038,review.channel,2025-02-28 14:06:00,Top 5 tips for better results with Brand X #noel @game.stream More info: https://youtu.be/xyz123 💥,2143,138,0,negative,Thailand,2025-02-28,14,2281,top 5 tips for better results with brand x #noel @game.stream more info: https://youtu.be/xyz123 💥,['#noel'], news.today153  ❤️,Germany,vi,personal,3940,True,,25-34,female,Food & Beverage
P00438,Instagram,U072,ngoc.trinh,2025-03-27 10:07:00,  Check out our new campaign #newproduct on Instagram! Thanks @ngoc.trinh for sharing the news. https://youtu.be/xyz123    👍,222,281,352,negative,Germany,2025-03-27,10,855,check out our new campaign #newproduct on instagram! thanks @ngoc.trinh for sharing the news. https://youtu.be/xyz123 👍,['#newproduct'],deal.hunter,Japan,ja,personal,1726,True,2022-01-03,18-24,other,Retail  ⭐
P00464,Twitter,U052,game.stream,2025-01-12 13:08:00,  KHÁCH HÀNG NÓI GÌ VỀ BRAND X? #FOOD #VLOG @MINH.NGUYEN XEM CHI TIẾT TẠI HTTPS://TIKTOK.COM/@BRANDX   ,1108,339,31,neutral,UK,2025-01-12,13,1478,khách hàng nói gì về brand x? #food #vlog @minh.nguyen xem chi tiết tại https://tiktok.com/@brandx,"['#food', '#vlog']", lifeoflinh ,Japan,vi,brand,489620,False,,18-24,female,Food & Beverage
P00487,YouTube,U015,travel.with.me,2025-01-19 16:09:00,  FEELING GREAT TODAY WITH #NEWPRODUCT! COMMENT YOUR THOUGHTS @MUSIC_FAN HTTPS://YOUTU.BE/XYZ123   ,0,674,414,positive,USA,2025-01-19,16,1088,feeling great today with #newproduct! comment your thoughts @music_fan https://youtu.be/xyz123,['#newproduct'], hoa.le455 ,Vietnam,fr,creator,0,False,2018-06-14,25-34,male,Food & Beverage  🔥
P00499,YouTube,U003,lifeoflinh,2025-03-19 01:14:00,BIG UPDATE: #SALE IS NOW AVAILABLE. LIMITED PROMO #NEWPRODUCT @TRAVEL.WITH.ME HTTP://BIT.LY/DEAL,3844,494,330,positive,Japan,2025-03-19,1,4668,big update: #sale is now available. limited promo #newproduct @travel.with.me http://bit.ly/deal,"['#sale', '#newproduct']", news.today372  😀,Japan,ja,media,443789,False,,25-34,female,Food & Beverage
